,Title,Budget
3454,Saw III,10000000
3455,The Purge: Election Year,10000000
3456,Book Club,10000000
3457,Bring it On,10000000
3458,Insidious: The Last Key,10000000
3459,"""Shes All That""",10000000
3460,Saw IV,10000000
3461,"""Madeas Family Reunion""",10000000
3462,White Noise,10000000
3463,The Color of Money,10000000
3464,Insidious Chapter 3,10000000
3465,The Mighty Ducks,10000000
3466,Lady Bird,10000000
3467,Precious (Based on the Novel Push by Sapphire),10000000
3468,The Best Exotic Marigold Hotel,10000000
3469,Hereditary,10000000
3470,Love Simon,10000000
3471,"""Bill & Teds Excellent Adventure""",10000000
3472,The Longest Day,10000000
3473,Happy Gilmore,10000000
3474,Jigsaw,10000000
3475,Jeepers Creepers,10000000
3476,St. Elmoâ\x80\x99s Fire,10000000
3477,Oliver!,10000000
3478,"""Recess: Schools Out""",10000000
3479,Mad Max Beyond Thunderdome,10000000
3480,Peteâ\x80\x99s Dragon,10000000
3481,The Boy,10000000
3482,Commando,10000000
3483,Everything Everything,10000000
3484,Devil,10000000
3485,Friday After Next,10000000
3486,The Second Best Exotic Marigold Hotel,10000000
3487,The Last Dragon,10000000
3488,How to Be a Latin Lover,10000000
3489,The Lawnmower Man,10000000
3490,"""Nick and Norahs Infinite Playlist""",10000000
3491,Calendar Girls,10000000
3492,Dogma,10000000
3493,The Banger Sisters,10000000
3494,Snatch,10000000
3495,Road House,10000000
3496,When the Bough Breaks,10000000
3497,Teen Titans Go! To The Movies,10000000
3498,Twilight Zone: The Movie,10000000
3499,A Low Down Dirty Shame,10000000
3500,One Direction: This is Us,10000000
3501,Swimfan,10000000
3502,Employee of the Month,10000000
3503,Sinister 2,10000000
3504,The Forest,10000000
3505,The Fourth Kind,10000000
3506,The Outsiders,10000000
3507,"""Cant Hardly Wait""",10000000
3508,Sparkle,10000000
3509,Kevin Hart: What Now?,10000000
3510,Mud,10000000
3511,Skyline,10000000
3512,Blair Witch,10000000
3513,The Dead Zone,10000000
3514,Valentine,10000000
3515,A Prairie Home Companion,10000000
3516,Reno 911!: Miami,10000000
3517,"""Jane Austens Mafia""",10000000
3518,Paranormal Activity: The Ghost Dimension,10000000
3519,Sugar Hill,10000000
3520,Kit Kittredge: An American Girl,10000000
3521,Invasion U.S.A.,10000000
3522,Roll Bounce,10000000
3523,Rushmore,10000000
3524,Tremors,10000000
3525,The Perfect Man,10000000
3526,"""Mo Better Blues""",10000000
3527,Kung Pow: Enter the Fist,10000000
3528,The Birth of a Nation,10000000
3529,Wrong Turn,10000000
3530,The Long Riders,10000000
3531,The Corruptor,10000000
3532,The Goods: Live Hard Sell Hard,10000000
3533,My Week with Marilyn,10000000
3534,Big Eyes,10000000
3535,Broken Flowers,10000000
3536,Hey Arnold! The Movie,10000000
3537,The Matador,10000000
3538,Love Jones,10000000
3539,The Gift,10000000
3540,End of the Spear,10000000
3541,Get Over It,10000000
3542,The Legend of Drunken Master,10000000
3543,Office Space,10000000
3544,Drop Dead Gorgeous,10000000
3545,The Spanish Prisoner,10000000
3546,Le Violon rouge,10000000
3547,Very Bad Things,10000000
3548,Sleepover,10000000
3549,Movie 43,10000000
3550,Body Double,10000000
3551,MacGruber,10000000
3552,Dirty Pretty Things,10000000
3553,Bad Words,10000000
3554,"""While Were Young""",10000000
3555,Over Her Dead Body,10000000
3556,Bones,10000000
3557,Seeking a Friend for the End of the World,10000000
3558,Turistas,10000000
3559,Shut In,10000000
3560,Cedar Rapids,10000000
3561,The Collection,10000000
3562,American History X,10000000
3563,"""Teachers Pet: The Movie""",10000000
3564,The Straight Story,10000000
3565,Deuces Wild,10000000
3566,Run Fatboy Run,10000000
3567,Heartbeeps,10000000
3568,Danny Collins,10000000
3569,Rescue Dawn,10000000
3570,Black and White,10000000
3571,Io sono lâ\x80\x99amore,10000000
3572,On the Line,10000000
3573,Gotti,10000000
3574,Jeff Who Lives at Home,10000000
3575,Denial,10000000
3576,Max Steel,10000000
3577,Everybody Wants Some,10000000
3578,Crash,10000000
3579,Atlas Shrugged: Part II,10000000
3580,Romeo Is Bleeding,10000000
3581,The Limey,10000000
3582,Rosewater,10000000
3583,The House of Mirth,10000000
3584,Malone,10000000
3585,Peaceful Warrior,10000000
3586,Bucky Larson: Born to Be a Star,10000000
3587,Bamboozled,10000000
3588,Sphinx,10000000
3589,The Iceman,10000000
3590,Free Fire,10000000
3591,A Better Life,10000000
3592,Spider,10000000
3593,Gun Shy,10000000
3594,Nicholas Nickleby,10000000
3595,The Joneses,10000000
3596,Krrish,10000000
3597,Killer Joe,10000000
3598,Cecil B. Demented,10000000
3599,50 to 1,10000000
3600,Owning Mahowny,10000000
3601,The Ten Commandments,10000000
3602,The Brothers Solomon,10000000
3603,My Blueberry Nights,10000000
3604,Illuminata,10000000
3605,Coriolanus,10000000
3606,Parkland,10000000
3607,Swept Away,10000000
3608,War Inc.,10000000
3609,Shaolin Soccer,10000000
3610,The Brown Bunny,10000000
3611,King of California,10000000
3612,Rien ne va plus,10000000
3613,La femme de chambre du Titanic,10000000
3614,Imaginary Heroes,10000000
3615,High Heels and Low Lifes,10000000
3616,"""Worlds Greatest Dad""",10000000
3617,Cinco de Mayo La Batalla,10000000
3618,Welcome to the Rileys,10000000
3619,Kicks,10000000
3620,Free Style,10000000
3621,High School,10000000
3622,Severance,10000000
3623,Edmond,10000000
3624,Joheunnom nabbeunnom isanghannom,10000000
3625,Police Academy 7: Mission to Moscow,10000000
3626,Blood Done Sign My Name,10000000
3627,The Good Guy,10000000
3628,Motherhood,10000000
3629,Eulogy,10000000
3630,Elsa & Fred,10000000
3631,An Alan Smithee Film: Burn Hollywood Burn,10000000
3632,The Open Road,10000000
3633,Strangerland,10000000
3634,Hross i oss,10000000
3635,Janky Promoters,10000000
3636,Blonde Ambition,10000000
3637,The Oxford Murders,10000000
3638,Barbecue,10000000
3639,The Reef,10000000
3640,White Noise 2: The Light,10000000
3641,American Heist,10000000
3642,"""Its a Wonderful Afterlife""",10000000
3643,You Got Served: Beat The World,10000000
3644,Fifty Dead Men Walking,10000000
3645,Plastic,10000000
3646,Jungle Shuffle,10000000
3647,Adam Resurrected,10000000
3648,"""The Devils Tomb""",10000000
3649,Good Intentions,10000000
3650,Partition,10000000
3651,Detention,10000000
3652,Nurse 3D,10000000
3653,Into the Grizzly Maze,10000000
3654,Friend Request,9900000
3655,Gunless,9900000
3656,Adventureland,9800000
3657,Amour,9700000
3658,The Lost City,9600000
3659,Next Friday,9500000
3660,You Only Live Twice,9500000
3661,Poltergeist III,9500000
3662,Dangal,9500000
3663,The Runaways,9500000
3664,Gentlemen Broncos,9500000
3665,Re-Kill,9500000
3666,"""Its a Mad Mad Mad Mad World""",9400000
3667,Volver,9400000
3668,Melancholia,9400000
3669,Heavy Metal,9300000
3670,Jab Tak Hai Jaan,9200000
3671,Richard III,9200000
3672,Kites,9200000
3673,Red Dog,9100000
3674,Mine Vaganti,9100000
3675,Alien,9000000
3676,The Texas Chainsaw Massacre,9000000
3677,Fiddler on the Roof,9000000
3678,The Purge: Anarchy,9000000
3679,Thunderball,9000000
3680,The Strangers,9000000
3681,Set It Off,9000000
3682,Ouija: Origin of Evil,9000000
3683,The Best Man,9000000
3684,"""Childs Play""",9000000
3685,Sicko,9000000
3686,Black or White,9000000
3687,Down to You,9000000
3688,Harold & Kumar Go to White Castle,9000000
3689,The Contender,9000000
3690,Boiler Room,9000000
3691,Black Christmas,9000000
3692,The Edge of Seventeen,9000000
3693,Jackie,9000000
3694,The Ice Pirates,9000000
3695,"""Breakin All the Rules""",9000000
3696,Glee: The 3D Concert Movie,9000000
3697,Henry V,9000000
3698,Loving,9000000
3699,The Savages,9000000
3700,Chasing Papi,9000000
3701,The Way of the Gun,9000000
3702,Hamlet 2,9000000
3703,Igby Goes Down,9000000
3704,PCU,9000000
3705,The Ultimate Gift,9000000
3706,Beautiful,9000000
3707,Gracie,9000000
3708,Greater,9000000
3709,Trust the Man,9000000
3710,Undiscovered,9000000
3711,Velvet Goldmine,9000000
3712,Princess Kaiulani,9000000
3713,The Legend of Suriyothai,9000000
3714,Due occhi diabolici,9000000
3715,Dheepan,9000000
3716,La fille du RER,9000000
3717,All or Nothing,9000000
3718,The Red Riding Trilogy: 1974,9000000
3719,Flammen og Citronen,9000000
3720,Leaves of Grass,9000000
3721,Opal Dream,9000000
3722,Skin Trade,9000000
3723,Beneath Hill 60,9000000
3724,Veronika Decides to Die,9000000
3725,Barbarella,9000000
3726,A Haunting in Connecticut 2: The Ghosts of Georgia,9000000
3727,Polisse,8900000
3728,Heist,8900000
3729,Ultramarines,8900000
3730,Crocodile Dundee,8800000
3731,The I Inside,8800000
3732,Awake,8600000
3733,Manchester by the Sea,8500000
3734,Crazy Heart,8500000
3735,Star Wars: The Clone Wars,8500000
3736,The DUFF,8500000
3737,Nightcrawler,8500000
3738,The Lost Boys,8500000
3739,The Rose,8500000
3740,Baggage Claim,8500000
3741,Middle School: The Worst Years of My Life,8500000
3742,Haakon Haakonsen,8500000
3743,Election,8500000
3744,The Namesake,8500000
3745,All is Lost,8500000
3746,Club Dread,8500000
3747,Bright Star,8500000
3748,Glitter,8500000
3749,The Rover,8500000
3750,Silmido,8500000
3751,Repo! The Genetic Opera,8500000
3752,Ð\x9fÐ\x9eÐ¡Ð\x9bÐ\x95Ð\x94Ð\x9dÐ\x98Ð\x99 Ð\x91Ð\x9eÐ\x93Ð\x90Ð¢Ð«Ð\xa0Ð¬,8500000
3753,A.C.O.R.N.S.: Operation Crackdown,8500000
3754,My Name is Khan,8470000
3755,Namastey London,8400000
3756,Yeh Jawaani Hai Deewani,8300000
3757,Limbo,8300000
3758,The Wind That Shakes the Barley,8300000
3759,The City of Your Final Destination,8300000
3760,Kurtlar vadisi - Irak,8300000
3761,Quo Vadis?,8250000
3762,The Sound of Music,8200000
3763,Footloose,8200000
3764,Pulp Fiction,8000000
3765,The Karate Kid,8000000
3766,The Muppet Movie,8000000
3767,Splash,8000000
3768,Little Miss Sunshine,8000000
3769,Easy A,8000000
3770,Stand by Me,8000000
3771,28 Days Laterâ\x80¦,8000000
3772,Escape from Alcatraz,8000000
3773,You Got Served,8000000
3774,50/50,8000000
3775,A Thin Line Between Love & Hate,8000000
3776,Brown Sugar,8000000
3777,Howards End,8000000
3778,That Awkward Moment,8000000
3779,Shutter,8000000
3780,Modern Problems,8000000
3781,"""On Her Majestys Secret Service""",8000000
3782,Much Ado About Nothing,8000000
3783,The Player,8000000
3784,Creepshow,8000000
3785,Akeelah and the Bee,8000000
3786,"""Wes Cravens New Nightmare""",8000000
3787,Drive Me Crazy,8000000
3788,Enough Said,8000000
3789,Half Baked,8000000
3790,New in Town,8000000
3791,Begin Again,8000000
3792,American Psycho,8000000
3793,See No Evil,8000000
3794,The Good Girl,8000000
3795,Bon Cop Bad Cop,8000000
3796,The Boondock Saints 2: All Saints Day,8000000
3797,Prom,8000000
3798,The Inkwell,8000000
3799,Shadow of the Vampire,8000000
3800,Me and Earl and the Dying Girl,8000000
3801,"""Its Kind of a Funny Story""",8000000
3802,The Pallbearer,8000000
3803,Woman on Top,8000000
3804,Held Up,8000000
3805,Morgan,8000000
3806,Anomalisa,8000000
3807,CachÃ©,8000000
3808,Another Year,8000000
3809,8 femmes,8000000
3810,Showdown in Little Tokyo,8000000
3811,Clay Pigeons,8000000
3812,Made in Dagenham,8000000
3813,And When Did You Last See Your Father?,8000000
3814,The Secret of Kells,8000000
3815,Prefontaine,8000000
3816,The Wicked Lady,8000000
3817,Down in the Valley,8000000
3818,Brooklyn Rules,8000000
3819,The Singing Detective,8000000
3820,Fido,8000000
3821,London Fields,8000000
3822,Restless,8000000
3823,The Land Girls,8000000
3824,The Wendell Baker Story,8000000
3825,Wild Target,8000000
3826,Pathology,8000000
3827,Wuthering Heights,8000000
3828,A Street Cat Named Bob,8000000
3829,10th & Wolf,8000000
3830,Aloft,8000000
3831,Fireflies in the Garden,8000000
3832,Dear Wendy,8000000
3833,Akira,8000000
3834,Welcome to Dongmakgol,8000000
3835,Feichang Xingyun,8000000
3836,Don Gato el inicio de la pandilla,8000000
3837,The Death and Life of Bobby Z,8000000
3838,Backstabbing For Beginners,8000000
3839,Swelter,8000000
3840,Maurice Richard,8000000
3841,Green Street Hooligans: Underground,8000000
3842,Christmas in Beverly Hills,8000000
3843,Henry Joseph Church,8000000
3844,Code of Honor,8000000
3845,Imagine Me & You,7900000
3846,Swimming Pool,7800000
3847,The Blood of Heroes,7700000
3848,Loin des hommes,7700000
3849,Driving Miss Daisy,7500000
3850,Soul Food,7500000
3851,Rumble in the Bronx,7500000
3852,Thank You For Smoking,7500000
3853,Hostel: Part II,7500000
3854,An Education,7500000
3855,Extract,7500000
3856,Narc,7500000
3857,Shopgirl,7500000
3858,The Hotel New Hampshire,7500000
3859,Men with Brooms,7500000
3860,Witless Protection,7500000
3861,The Work and the Glory,7500000
3862,Albert Nobbs,7500000
3863,The Neon Demon,7500000
3864,Masked and Anonymous,7500000
3865,Borg vs McEnroe,7500000
3866,Betty Fisher et autres histoires,7500000
3867,Code 46,7500000
3868,The Hole,7500000
3869,Black November,7500000
3870,Outside Bet,7500000
3871,Pound of Flesh,7500000
3872,The Bye Bye Man,7400000
3873,Ta Ra Rum Pum,7400000
3874,Crash,7303082
3875,Persepolis,7300000
3876,Harry Brown,7300000
3877,Die Welle,7250000
3878,Diamonds Are Forever,7200000
3879,The Omega Code,7200000
3880,3,7200000
3881,Juno,7000000
3882,The Godfather,7000000
3883,Magic Mike,7000000
3884,Flashdance,7000000
3885,I Can Only Imagine,7000000
3886,The Piano,7000000
3887,Jumping the Broom,7000000
3888,Live and Let Die,7000000
3889,My Dog Skip,7000000
3890,Darkness Falls,7000000
3891,Definitely Maybe,7000000
3892,Good Night and Good Luck,7000000
3893,Capote,7000000
3894,The Great Gatsby,7000000
3895,The Descent,7000000
3896,Desperado,7000000
3897,"""Logans Run""",7000000
3898,Fargo,7000000
3899,Kingdom Come,7000000
3900,The Man with the Golden Gun,7000000
3901,Action Jackson,7000000
3902,Breathless,7000000
3903,Michael Jordan to the MAX,7000000
3904,Dope,7000000
3905,"""The Devils Rejects""",7000000
3906,"""Devils Due""",7000000
3907,Flirting with Disaster,7000000
3908,Beyond the Lights,7000000
3909,Buffy the Vampire Slayer,7000000
3910,In Too Deep,7000000
3911,House of 1000 Corpses,7000000
3912,Silver Bullet,7000000
3913,House of the Dead,7000000
3914,A Serious Man,7000000
3915,Get Low,7000000
3916,A Single Man,7000000
3917,Warlock,7000000
3918,The Last Temptation of Christ,7000000
3919,Cyrus,7000000
3920,Outside Providence,7000000
3921,Bride & Prejudice,7000000
3922,Rabbit-Proof Fence,7000000
3923,"""Whos Your Caddy?""",7000000
3924,Split Second,7000000
3925,Nikita,7000000
3926,The Other Side of Heaven,7000000
3927,Dark Angel,7000000
3928,American Anthem,7000000
3929,Veer-Zaara,7000000
3930,Redbelt,7000000
3931,A Dog of Flanders,7000000
3932,Auto Focus,7000000
3933,The Mighty Macs,7000000
3934,Somewhere,7000000
3935,We Need to Talk About Kevin,7000000
3936,Factory Girl,7000000
3937,The Christmas Candle,7000000
3938,I Hope They Serve Beer in Hell,7000000
3939,"""Losin It""",7000000
3940,Mother and Child,7000000
3941,March or Die,7000000
3942,Les Visiteurs,7000000
3943,Freeheld,7000000
3944,Dom Hemingway,7000000
3945,The Extra Man,7000000
3946,Hesher,7000000
3947,Chairman of the Board,7000000
3948,Gerry,7000000
3949,Wah-Wah,7000000
3950,The Heart of Me,7000000
3951,Trudno byt bogom,7000000
3952,The Boondock Saints,7000000
3953,Snezhnaya koroleva,7000000
3954,Oddball,7000000
3955,Z Storm,7000000
3956,Geroy,7000000
3957,Twixt,7000000
3958,Criminal Activities,7000000
3959,High School Musical 2,7000000
3960,The Kings of Appletown,7000000
3961,Stargate - The Ark of Truth,7000000
3962,Alpha & Omega: The Legend of the Saw Tooth Cave,7000000
3963,Pale Rider,6900000
3964,House at the End of the Street,6900000
3965,Dazed and Confused,6900000
3966,Two Lovers and a Bear,6840000
3967,Incendies,6800000
3968,AimÃ©e & Jaguar,6800000
3969,The Chumscrubber,6800000
3970,Shade,6800000
3971,Bran Nue Dae,6750000
3972,Remember Me My Love,6700000
3973,Perrierâ\x80\x99s Bounty,6600000
3974,Tropa de Elite,6537890
3975,Annabelle,6500000
3976,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000
3977,Boyz n the Hood,6500000
3978,La Bamba,6500000
3979,The Four Seasons,6500000
3980,Dressed to Kill,6500000
3981,The Adventures of Huck Finn,6500000
3982,Go!,6500000
3983,Friends with Money,6500000
3984,The Andromeda Strain,6500000
3985,Bats,6500000
3986,Nowhere in Africa,6500000
3987,Shame,6500000
3988,Layer Cake,6500000
3989,The East,6500000
3990,The Work and the Glory: American Zion,6500000
3991,The Messenger,6500000
3992,A Home at the End of the World,6500000
3993,Aberdeen,6500000
3994,Tracker,6500000
3995,The Terminator,6400000
3996,Good Bye Lenin!,6400000
3997,Control,6400000
3998,The Damned United,6400000
3999,Die FÃ¤lscher,6250000
4000,Return of the Living Dead Part II,6200000
4001,Gomorra,6200000
4002,Mallrats,6100000
4003,Grease,6000000
4004,Platoon,6000000
4005,Fahrenheit 9/11,6000000
4006,Butch Cassidy and the Sundance Kid,6000000
4007,Mary Poppins,6000000
4008,Ordinary People,6000000
4009,Breaking In,6000000
4010,West Side Story,6000000
4011,Around the World in 80 Days,6000000
4012,Caddyshack,6000000
4013,The Brothers,6000000
4014,The Wrestler,6000000
4015,Do the Right Thing,6000000
4016,Escape from New York,6000000
4017,The Wood,6000000
4018,The Usual Suspects,6000000
4019,A Nightmare On Elm Street: The Dream Child,6000000
4020,National Lampoonâ\x80\x99s Van Wilder,6000000
4021,Duel in the Sun,6000000
4022,Best in Show,6000000
4023,The Last King of Scotland,6000000
4024,A Mighty Wind,6000000
4025,School Daze,6000000
4026,Daddy Day Camp,6000000
4027,Mystic Pizza,6000000
4028,Mr. Nice Guy,6000000
4029,War and Peace,6000000
4030,Sliding Doors,6000000
4031,Tales from the Hood,6000000
4032,Halloween 5: The Revenge of Michael Myers,6000000
4033,The Words,6000000
4034,Bernie,6000000
4035,Pollock,6000000
4036,Dolphins and Whales Tribes of the Ocean 3D,6000000
4037,200 Cigarettes,6000000
4038,City Island,6000000
4039,Casa de mi Padre,6000000
4040,The Guard,6000000
4041,The Virgin Suicides,6000000
4042,College,6000000
4043,La science des rÃªves,6000000
4044,Little Voice,6000000
4045,Miss March,6000000
4046,Simply Irresistible,6000000
4047,Wish I Was Here,6000000
4048,Venus,6000000
4049,Veronica Mars,6000000
4050,Only the Strong,6000000
4051,Hedwig and the Angry Inch,6000000
4052,Shattered Glass,6000000
4053,The Wackness,6000000
4054,Novocaine,6000000
4055,Polytechnique,6000000
4056,Snow Flower and the Secret Fan,6000000
4057,The Business of Strangers,6000000
4058,JÃ»san-nin no shikaku,6000000
4059,Beastmaster 2: Through the Portal of Time,6000000
4060,The Wild Bunch,6000000
4061,The 5th Quarter,6000000
4062,The First Great Train Robbery,6000000
4063,Morvern Callar,6000000
4064,The Flower of Evil,6000000
4065,Akmareul Boatda,6000000
4066,Come Early Morning,6000000
4067,The Greatest,6000000
4068,Deadfall,6000000
4069,Julia,6000000
4070,Lucky Break,6000000
4071,Surfer Dude,6000000
4072,Song One,6000000
4073,Lake of Fire,6000000
4074,Don McKay,6000000
4075,11:14,6000000
4076,Icarus,6000000
4077,Men of War,6000000
4078,A Shine of Rainbows,6000000
4079,Freaky Deaky,6000000
4080,The Hit List,6000000
4081,Videodrome,5952000
4082,Emma,5900000
4083,"""L\\auberge espagnole""",5900000
4084,Planet of the Apes,5800000
4085,The Train,5800000
4086,Winter in Wartime,5800000
4087,Foolproof,5800000
4088,Trade of Innocents,5800000
4089,Tom yum goong,5700000
4090,Stiff Upper Lips,5700000
4091,The Inbetweeners,5700000
4092,Valhalla Rising,5700000
4093,Bend it Like Beckham,5600000
4094,Crossover,5600000
4095,Sunshine State,5600000
4096,Standing Ovation,5600000
4097,Khiladi 786,5600000
4098,Rec 2,5600000
4099,The Sting,5500000
4100,Chariots of Fire,5500000
4101,Diary of a Mad Black Woman,5500000
4102,Shine,5500000
4103,Don Jon,5500000
4104,High Plains Drifter,5500000
4105,Hell Fest,5500000
4106,Mambo Italiano,5500000
4107,Ghost World,5500000
4108,Iris,5500000
4109,Galaxina,5500000
4110,Les Choristes,5500000
4111,Wonderland,5500000
4112,"""De battre mon coeur sest arrÃªtÃ©""",5500000
4113,Haevnen,5500000
4114,Le Havre,5500000
4115,Harvard Man,5500000
4116,Salvation Boulevard,5500000
4117,R100,5500000
4118,Miss Julie,5500000
4119,Animals,5500000
4120,Irreversible,5400000
4121,Tao Jie,5400000
4122,Rang De Basanti,5300000
4123,Grabbers,5300000
4124,"""La Vie dAdÃ¨le â\x80\x93 Chapitres 1 & 2""",5250000
4125,Hodejegerne,5250000
4126,The Ten,5250000
4127,A Room for Romeo Brass,5250000
4128,The Girl with all the Gifts,5250000
4129,Wilson,5200000
4130,Saint Ralph,5200000
4131,Dum Maaro Dum,5200000
4132,Somewhere in Time,5100000
4133,My Big Fat Greek Wedding,5000000
4134,Get Out,5000000
4135,Split,5000000
4136,Paranormal Activity 3,5000000
4137,Saw II,5000000
4138,Insidious Chapter 2,5000000
4139,10 Cloverfield Lane,5000000
4140,Lights Out,5000000
4141,The Visit,5000000
4142,Jackass: The Movie,5000000
4143,Happy Death Day,5000000
4144,Paranormal Activity 4,5000000
4145,Ouija,5000000
4146,A Nightmare On Elm Street 3: Dream Warriors,5000000
4147,No se Aceptan Devoluciones,5000000
4148,The Gift,5000000
4149,The Big Sick,5000000
4150,The Return of the Pink Panther,5000000
4151,The Robe,5000000
4152,Freddyâ\x80\x99s Dead: The Final Nightmare,5000000
4153,Monster,5000000
4154,Paranormal Activity: The Marked Ones,5000000
4155,20000 Leagues Under the Sea,5000000
4156,Oculus,5000000
4157,Dallas Buyers Club,5000000
4158,No Escape,5000000
4159,The Elephant Man,5000000
4160,The Lazarus Effect,5000000
4161,Memento,5000000
4162,Our Idiot Brother,5000000
4163,Clerks II,5000000
4164,The Players Club,5000000
4165,Billy Elliot,5000000
4166,The Way Way Back,5000000
4167,As Above So Below,5000000
4168,Godâ\x80\x99s Not Dead 2,5000000
4169,The Apostle,5000000
4170,The Man From Snowy River,5000000
4171,House Party 2,5000000
4172,"""Dougs 1st Movie""",5000000
4173,Race,5000000
4174,Mommie Dearest,5000000
4175,Still Alice,5000000
4176,Halloween 4: The Return of Michael Myers,5000000
4177,Apollo 18,5000000
4178,Paul Apostle of Christ,5000000
4179,Addicted,5000000
4180,O (Othello),5000000
4181,Halloween: The Curse of Michael Myers,5000000
4182,The Egyptian,5000000
4183,"""Eves Bayou""",5000000
4184,Nighthawks,5000000
4185,Friday the 13th Part VIII: Jason Takes Manhattan,5000000
4186,Spring Breakers,5000000
4187,It Comes at Night,5000000
4188,Y Tu MamÃ¡ TambiÃ©n,5000000
4189,Shaun of the Dead,5000000
4190,The Haunting of Molly Hartley,5000000
4191,Hillaryâ\x80\x99s America: The Secret History of the Democratic Party,5000000
4192,Lone Star,5000000
4193,"""April Fools Day""",5000000
4194,Diner,5000000
4195,Before I Fall,5000000
4196,Lone Wolf McQuade,5000000
4197,Sunshine Cleaning,5000000
4198,Fifty Shades of Black,5000000
4199,A Farewell To Arms,5000000
4200,Solomon and Sheba,5000000
4201,The Beastmaster,5000000
4202,Not Easily Broken,5000000
4203,Momsâ\x80\x99 Night Out,5000000
4204,The Belko Experiment,5000000
4205,The Perfect Match,5000000
4206,Digimon: The Movie,5000000
4207,Saved!,5000000
4208,Les invasions barbares,5000000
4209,Robin and Marian,5000000
4210,Force 10 from Navarone,5000000
4211,The Forsaken,5000000
4212,UHF,5000000
4213,Sea Rex 3D: Journey to a Prehistoric World,5000000
4214,Grandmaâ\x80\x99s Boy,5000000
4215,Slums of Beverly Hills,5000000
4216,Once Upon a Time in the West,5000000
4217,Made,5000000
4218,La mala educaciÃ³n,5000000
4219,Moon,5000000
4220,90 Minutes in Heaven,5000000
4221,Incarnate,5000000
4222,Keeping Up with the Steins,5000000
4223,The Sweet Hereafter,5000000
4224,Bottle Shock,5000000
4225,Des Hommes et Des Dieux,5000000
4226,Jekyll and Hyde... Together Again,5000000
4227,Table 19,5000000
4228,Green Room,5000000
4229,Heavenly Creatures,5000000
4230,Everything Must Go,5000000
4231,Kill the Messenger,5000000
4232,Rabbit Hole,5000000
4233,Jem and the Holograms,5000000
4234,Paterson,5000000
4235,Zero Effect,5000000
4236,A Midnight Clear,5000000
4237,The Machinist,5000000
4238,Light Sleeper,5000000
4239,American Teen,5000000
4240,Atlas Shrugged: Who Is John Galt?,5000000
4241,Party Monster,5000000
4242,The Oh in Ohio,5000000
4243,Bottle Rocket,5000000
4244,"""Aint Them Bodies Saints""",5000000
4245,Albino Alligator,5000000
4246,Jimi: All is By My Side,5000000
4247,Gandhi My Father,5000000
4248,Standard Operating Procedure,5000000
4249,Tucker & Dale vs. Evil,5000000
4250,No Looking Back,5000000
4251,Cop Car,5000000
4252,Lovely Still,5000000
4253,Tycoon,5000000
4254,Desert Blue,5000000
4255,Decoys,5000000
4256,Stuck,5000000
4257,Redacted,5000000
4258,Rudderless,5000000
4259,Fascination,5000000
4260,Grace,5000000
4261,Area 51,5000000
4262,Mientras duermes,5000000
4263,Flying By,5000000
4264,The Cottage,5000000
4265,Dying of the Light,5000000
4266,Yoga Hosers,5000000
4267,Dead Like Me: Life After Death,5000000
4268,Farce of the Penguins,5000000
4269,Psych 9,5000000
4270,Reach Me,5000000
4271,Henry & Me,5000000
4272,Born of War,5000000
4273,"""Lets Kill Wards Wife""",5000000
4274,Capricorn One,5000000
4275,We Have Your Husband,5000000
4276,"""Shouldve Been Romeo""",5000000
4277,Aztec Warrior,5000000
4278,Navy SEAL vs. Zombies,5000000
4279,The Hatching,5000000
4280,Running Forever,5000000
4281,Mommy,4900000
4282,Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000
4283,Soul Kitchen,4900000
4284,The Awakening,4900000
4285,All Hat,4900000
4286,Sling Blade,4833610
4287,Hostel,4800000
4288,Only God Forgives,4800000
4289,Take Shelter,4750000
4290,Tristram Shandy: A Cock and Bull Story,4750000
4291,The Texas Chainsaw Massacre 2,4700000
4292,Lady in White,4700000
4293,Driving Lessons,4700000
4294,Without Men,4700000
4295,Treading Water,4700000
4296,Pat Garrett and Billy the Kid,4638783
4297,Camping Sauvage,4600000
4298,Barfi,4600000
4299,Dear Frankie,4600000
4300,The Assassination of Richard Nixon,4600000
4301,Le nom des gens,4600000
4302,Savage Grace,4600000
4303,Out of the Blue,4600000
4304,Police Academy,4500000
4305,Four Weddings and a Funeral,4500000
4306,The Blue Lagoon,4500000
4307,Fast Times at Ridgemont High,4500000
4308,Secrets & Lies,4500000
4309,25th Hour,4500000
4310,After Hours,4500000
4311,Moby Dick,4500000
4312,The Lobster,4500000
4313,Bound,4500000
4314,Requiem for a Dream,4500000
4315,State Fair,4500000
4316,LÃ¥t den rÃ¤tte komma in,4500000
4317,Tango,4500000
4318,Salvador,4500000
4319,Donnie Darko,4500000
4320,Salvando al Soldado Perez,4500000
4321,Karakter,4500000
4322,Nannerl la soeur de Mozart,4500000
4323,Spun,4500000
4324,Life During Wartime,4500000
4325,Chinjeolhan geumjassi,4500000
4326,Blackthorn,4500000
4327,Maggie,4500000
4328,Lilja 4-ever,4500000
4329,After.Life,4500000
4330,Mean Machine,4500000
4331,Fong juk,4500000
4332,Spoken Word,4500000
4333,The Sweeney,4500000
4334,Falcon Rising,4500000
4335,Hansel & Gretel Get Baked,4500000
4336,Fugly,4500000
4337,Zipper,4500000
